population_id,gene_id,portfolio_size,portfolio_site_ids,at_least_one_intact_fraction,all_targets_intact_fraction,n_haplotypes_total,n_haplotypes_callable_atleast1,n_haplotypes_callable_all,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
GHgam,AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE05,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE05,1,0.9375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,2,AGAP001526__SITE03;AGAP001526__SITE05,0.995535714285714,0.950892857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.986666666666667,0.98,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.994565217391304,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.991582491582492,0.974747474747475,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.936619718309859,0.936619718309859,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,1,0.978260869565217,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.881818181818182,0.881818181818182,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.9875,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,2,AGAP001526__SITE04;AGAP001526__SITE05,0.995535714285714,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.806666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.364130434782609,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.373737373737374,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.880281690140845,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.297101449275362,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.936363636363636,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.3375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE03,1,0.34375,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.793333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.380434782608696,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.385521885521886,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.355072463768116,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.827272727272727,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.3375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE04,1,0.357142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.793333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.364130434782609,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.387205387205387,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.333333333333333,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.827272727272727,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.325,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE02;AGAP001526__SITE05,1,0.352678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.96,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.923913043478261,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.919191919191919,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.936619718309859,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.942028985507246,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.872727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.925,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE04,1,0.941964285714286,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.953333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.896739130434783,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.919191919191919,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.936619718309859,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.920289855072464,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.872727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.9125,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE03;AGAP001526__SITE05,1,0.933035714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.953333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.929347826086957,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.951178451178451,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.936619718309859,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.978260869565217,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,0.990909090909091,0.872727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.9375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE01;AGAP001526__SITE04;AGAP001526__SITE05,1,0.964285714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.82,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.385869565217391,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.382154882154882,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.297101449275362,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.836363636363636,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.35,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE04,1,0.361607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.82,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.369565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.383838383838384,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.27536231884058,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.836363636363636,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,1,0.3375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE03;AGAP001526__SITE05,0.995535714285714,0.357142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.41025641025641,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.82,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,0.994565217391304,0.385869565217391,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,0.996632996632997,0.400673400673401,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.479166666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.333333333333333,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.836363636363636,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.458333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,1,0.3625,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE02;AGAP001526__SITE04;AGAP001526__SITE05,0.995535714285714,0.370535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.98,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.918478260869565,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.934343434343434,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.936619718309859,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.920289855072464,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.881818181818182,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.9375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001526,3,AGAP001526__SITE03;AGAP001526__SITE04;AGAP001526__SITE05,1,0.950892857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.903846153846154,0.903846153846154,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.586666666666667,0.586666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.619565217391304,0.619565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.595959595959596,0.595959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.647887323943662,0.647887323943662,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.666666666666667,0.666666666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.876811594202899,0.876811594202899,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.581818181818182,0.581818181818182,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.5,0.5,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.5375,0.5375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE02,0.638392857142857,0.625,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.903846153846154,0.903846153846154,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.586666666666667,0.586666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.625,0.619565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.595959595959596,0.595959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.647887323943662,0.647887323943662,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.666666666666667,0.666666666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.876811594202899,0.876811594202899,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.581818181818182,0.581818181818182,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.5,0.5,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.5375,0.5375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE03,0.638392857142857,0.625,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.987179487179487,0.814102564102564,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.926666666666667,0.56,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.885869565217391,0.592391304347826,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.888888888888889,0.574074074074074,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.929577464788732,0.612676056338028,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,1,0.625,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.942028985507246,0.876811594202899,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.890909090909091,0.527272727272727,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.916666666666667,0.5,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.8375,0.525,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE04,0.848214285714286,0.616071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,1,0.717948717948718,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.993333333333333,0.406666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.989130434782609,0.532608695652174,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.978114478114478,0.505050505050505,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.97887323943662,0.274647887323944,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,1,0.625,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,1,0.876811594202899,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.990909090909091,0.363636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,1,0.5,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,1,0.475,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP008381,2,AGAP008381__SITE01;AGAP008381__SITE05,0.973214285714286,0.59375,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.903846153846154,0.903846153846154,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.586666666666667,0.586666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.625,0.619565217391304,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.595959595959596,0.595959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.647887323943662,0.647887323943662,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.666666666666667,0.666666666666667,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP008381,2,AGAP008381__SITE02;AGAP008381__SITE03,0.876811594202899,0.876811594202899,138,138,138,69,TRUE,TRUE,TRUE
