contig,population_id,population_site_id,n_haplotypes_total,n_haplotypes_called_23bp,callable_fraction_23bp,target_23bp_exact_match_fraction,pam_intact_fraction,protospacer_exact_match_fraction,max_target_variant_alt_af,mean_target_heterozygosity_proxy,n_variable_positions,n_variant_positions_in_panel,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
2L,FRgam,AGAP006233__SITE04,48,48,1,0.895833333333333,1,0.895833333333333,0.104166666666667,0.00811443236714976,9,9,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006233__SITE04,138,138,1,0.536231884057971,1,0.536231884057971,0.463768115942029,0.0216249783110965,9,9,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006233__SITE04,110,110,1,0.718181818181818,1,0.718181818181818,0.281818181818182,0.017599712540424,9,9,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006233__SITE04,24,24,1,0.458333333333333,1,0.458333333333333,0.541666666666667,0.0215881642512077,9,9,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006233__SITE04,80,80,1,0.6,0.975,0.625,0.375,0.0256385869565217,9,9,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006233__SITE04,224,224,1,0.6875,0.96875,0.71875,0.276785714285714,0.020425493566992,9,9,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006233__SITE05,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006233__SITE05,150,150,1,0.973333333333333,1,0.973333333333333,0.0266666666666667,0.00225700483091787,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006233__SITE05,184,184,1,1,1,1,0,0,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006233__SITE05,594,594,1,1,1,1,0,0,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006233__SITE05,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006233__SITE05,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006233__SITE05,138,138,1,0.978260869565217,1,0.978260869565217,0.0217391304347826,0.00184926440371497,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006233__SITE05,110,110,1,0.945454545454546,1,0.945454545454546,0.0545454545454545,0.00448436938555516,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006233__SITE05,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006233__SITE05,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006233__SITE05,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,3,3,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004057__SITE01,156,156,1,0.564102564102564,1,0.564102564102564,0.435897435897436,0.0219356544607381,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004057__SITE01,150,150,1,0.486666666666667,1,0.486666666666667,0.513333333333333,0.0217236714975845,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004057__SITE01,184,184,1,0,1,0,1,0,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004057__SITE01,594,594,1,0.00673400673400673,1,0.00673400673400673,0.993265993265993,0.00246228448541433,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004057__SITE01,142,142,1,0.626760563380282,1,0.626760563380282,0.373239436619718,0.0203418921366534,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004057__SITE01,48,48,1,0,1,0,1,0,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004057__SITE01,138,138,1,0,1,0,1,0.00690392044053588,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004057__SITE01,110,110,1,0.581818181818182,1,0.581818181818182,0.418181818181818,0.0211570247933884,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004057__SITE01,24,24,1,0.0416666666666667,1,0.0416666666666667,0.958333333333333,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004057__SITE01,80,80,1,0,1,0,1,0,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004057__SITE01,224,224,1,0.0401785714285714,1,0.0401785714285714,0.959821428571429,0.00527187777284827,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004057__SITE02,156,156,1,0.564102564102564,1,0.564102564102564,0.435897435897436,0.0219356544607381,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004057__SITE02,150,150,1,0.486666666666667,1,0.486666666666667,0.513333333333333,0.0217236714975845,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004057__SITE02,184,184,1,0,1,0,1,0,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004057__SITE02,594,594,1,0.00673400673400673,1,0.00673400673400673,0.993265993265993,0.00246228448541433,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004057__SITE02,142,142,1,0.626760563380282,1,0.626760563380282,0.373239436619718,0.0203418921366534,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004057__SITE02,48,48,1,0,1,0,1,0,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004057__SITE02,138,138,1,0,1,0,1,0.00690392044053588,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004057__SITE02,110,110,1,0.581818181818182,1,0.581818181818182,0.418181818181818,0.0211570247933884,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004057__SITE02,24,24,1,0.0416666666666667,1,0.0416666666666667,0.958333333333333,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004057__SITE02,80,80,1,0,1,0,1,0,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004057__SITE02,224,224,1,0.0401785714285714,1,0.0401785714285714,0.959821428571429,0.00527187777284827,4,4,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004057__SITE03,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004057__SITE03,150,150,1,0.74,1,0.74,0.253333333333333,0.0334724637681159,3,3,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004057__SITE03,184,184,1,0.423913043478261,1,0.423913043478261,0.576086956521739,0.0425407865537931,3,3,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004057__SITE03,594,594,1,0.533670033670034,1,0.533670033670034,0.466329966329966,0.0432000185330591,3,3,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004057__SITE03,142,142,1,0.73943661971831,1,0.73943661971831,0.26056338028169,0.0335078443718034,3,3,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004057__SITE03,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004057__SITE03,138,138,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.0386473429951691,3,3,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004057__SITE03,110,110,1,0.781818181818182,1,0.781818181818182,0.218181818181818,0.0296658282429033,3,3,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004057__SITE03,24,24,1,0.5,1,0.5,0.5,0.0397041062801932,3,3,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004057__SITE03,80,80,1,0.4375,1,0.4375,0.5625,0.0429211956521739,3,3,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004057__SITE03,224,224,1,0.669642857142857,1,0.669642857142857,0.330357142857143,0.0380625415927241,3,3,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004057__SITE04,156,156,1,1,1,1,0,0,7,7,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004057__SITE04,150,150,1,0.733333333333333,0.993333333333333,0.74,0.253333333333333,0.019304347826087,7,7,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004057__SITE04,184,184,1,0.423913043478261,0.994565217391304,0.423913043478261,0.570652173913044,0.0222451097230213,7,7,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004057__SITE04,594,594,1,0.537037037037037,0.993265993265993,0.537037037037037,0.454545454545455,0.0228668867960333,7,7,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004057__SITE04,142,142,1,0.732394366197183,1,0.732394366197183,0.26056338028169,0.0185694694806931,7,7,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004057__SITE04,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004057__SITE04,138,138,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.0193236714975845,7,7,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004057__SITE04,110,110,1,0.781818181818182,1,0.781818181818182,0.218181818181818,0.0148329141214517,7,7,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004057__SITE04,24,24,1,0.5,0.791666666666667,0.5,0.291666666666667,0.0466485507246377,7,7,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004057__SITE04,80,80,1,0.4375,0.9875,0.4375,0.55,0.0236684782608696,7,7,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004057__SITE04,224,224,1,0.678571428571429,0.995535714285714,0.678571428571429,0.316964285714286,0.019598838176575,7,7,112,TRUE,TRUE,TRUE
2R,AOcol,AGAP004057__SITE05,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2R,BFcol,AGAP004057__SITE05,150,150,1,1,1,1,0,0,4,4,75,TRUE,TRUE,TRUE
2R,BFgam,AGAP004057__SITE05,184,184,1,0.96195652173913,1,0.96195652173913,0.0271739130434783,0.00323364428371825,4,4,92,TRUE,TRUE,TRUE
2R,CMgam,AGAP004057__SITE05,594,594,1,0.996632996632997,1,0.996632996632997,0.00336700336700337,0.000291797100463474,4,4,297,TRUE,TRUE,TRUE
2R,CIcol,AGAP004057__SITE05,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,4,4,71,TRUE,TRUE,TRUE
2R,FRgam,AGAP004057__SITE05,48,48,1,0.979166666666667,1,0.979166666666667,0.0208333333333333,0.00177385265700483,4,4,24,TRUE,TRUE,FALSE
2R,GAgam,AGAP004057__SITE05,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
2R,GHcol,AGAP004057__SITE05,110,110,1,1,1,1,0,0,4,4,55,TRUE,TRUE,TRUE
2R,GHgam,AGAP004057__SITE05,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
2R,GNgam,AGAP004057__SITE05,80,80,1,1,1,1,0,0,4,4,40,TRUE,TRUE,TRUE
2R,UGgam,AGAP004057__SITE05,224,224,1,0.928571428571429,1,0.928571428571429,0.0625,0.00586457409050577,4,4,112,TRUE,TRUE,TRUE
X,AOcol,AGAP012991__SITE01,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
X,BFcol,AGAP012991__SITE01,150,144,0.96,1,1,1,0,0,3,3,72,TRUE,TRUE,TRUE
X,BFgam,AGAP012991__SITE01,184,134,0.728260869565217,0.977611940298507,1,0.977611940298507,0.0223880597014925,0.00190320299863434,3,3,67,TRUE,TRUE,TRUE
X,CMgam,AGAP012991__SITE01,594,506,0.851851851851852,0.992094861660079,1,0.992094861660079,0.00592885375494071,0.000684007072375013,3,3,253,TRUE,TRUE,TRUE
X,CIcol,AGAP012991__SITE01,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
X,FRgam,AGAP012991__SITE01,48,24,0.5,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
X,GAgam,AGAP012991__SITE01,138,138,1,0.992753623188406,1,0.992753623188406,0.0072463768115942,0.000625553637799878,3,3,69,TRUE,TRUE,TRUE
X,GHcol,AGAP012991__SITE01,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
X,GHgam,AGAP012991__SITE01,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,3,3,12,FALSE,TRUE,FALSE
X,GNgam,AGAP012991__SITE01,80,80,1,0.9625,1,0.9625,0.025,0.0031929347826087,3,3,40,TRUE,TRUE,TRUE
X,UGgam,AGAP012991__SITE01,224,224,1,0.986607142857143,1,0.986607142857143,0.0133928571428571,0.00114899900177462,3,3,112,TRUE,TRUE,TRUE
X,AOcol,AGAP012991__SITE02,156,156,1,1,1,1,0,0,2,2,78,TRUE,TRUE,TRUE
X,BFcol,AGAP012991__SITE02,150,144,0.96,0.986111111111111,1,0.986111111111111,0.0138888888888889,0.00119095544820183,2,2,72,TRUE,TRUE,TRUE
X,BFgam,AGAP012991__SITE02,184,134,0.728260869565217,1,1,1,0,0,2,2,67,TRUE,TRUE,TRUE
X,CMgam,AGAP012991__SITE02,594,506,0.851851851851852,0.99802371541502,0.99802371541502,1,0.00197628458498024,0.000171511207323427,2,2,253,TRUE,TRUE,TRUE
X,CIcol,AGAP012991__SITE02,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
X,FRgam,AGAP012991__SITE02,48,24,0.5,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
X,GAgam,AGAP012991__SITE02,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
X,GHcol,AGAP012991__SITE02,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
X,GHgam,AGAP012991__SITE02,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
X,GNgam,AGAP012991__SITE02,80,80,1,1,1,1,0,0,2,2,40,TRUE,TRUE,TRUE
X,UGgam,AGAP012991__SITE02,224,224,1,1,1,1,0,0,2,2,112,TRUE,TRUE,TRUE
X,AOcol,AGAP012991__SITE03,156,156,1,1,1,1,0,0,1,1,78,TRUE,TRUE,TRUE
X,BFcol,AGAP012991__SITE03,150,144,0.96,0.986111111111111,1,0.986111111111111,0.0138888888888889,0.00119095544820183,1,1,72,TRUE,TRUE,TRUE
X,BFgam,AGAP012991__SITE03,184,134,0.728260869565217,1,1,1,0,0,1,1,67,TRUE,TRUE,TRUE
X,CMgam,AGAP012991__SITE03,594,506,0.851851851851852,1,1,1,0,0,1,1,253,TRUE,TRUE,TRUE
X,CIcol,AGAP012991__SITE03,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
X,FRgam,AGAP012991__SITE03,48,24,0.5,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
X,GAgam,AGAP012991__SITE03,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
X,GHcol,AGAP012991__SITE03,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
X,GHgam,AGAP012991__SITE03,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
X,GNgam,AGAP012991__SITE03,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
X,UGgam,AGAP012991__SITE03,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
X,AOcol,AGAP012991__SITE04,156,156,1,1,1,1,0,0,2,2,78,TRUE,TRUE,TRUE
X,BFcol,AGAP012991__SITE04,150,144,0.96,0.986111111111111,1,0.986111111111111,0.0138888888888889,0.00119095544820183,2,2,72,TRUE,TRUE,TRUE
X,BFgam,AGAP012991__SITE04,184,134,0.728260869565217,0.798507462686567,1,0.798507462686567,0.201492537313433,0.0139907212800372,2,2,67,TRUE,TRUE,TRUE
X,CMgam,AGAP012991__SITE04,594,506,0.851851851851852,0.954545454545455,1,0.954545454545455,0.0434782608695652,0.00378785048569936,2,2,253,TRUE,TRUE,TRUE
X,CIcol,AGAP012991__SITE04,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,2,2,71,TRUE,TRUE,TRUE
X,FRgam,AGAP012991__SITE04,48,24,0.5,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
X,GAgam,AGAP012991__SITE04,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
X,GHcol,AGAP012991__SITE04,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
X,GHgam,AGAP012991__SITE04,24,24,1,0.916666666666667,1,0.916666666666667,0.0833333333333333,0.00664251207729469,2,2,12,FALSE,TRUE,FALSE
X,GNgam,AGAP012991__SITE04,80,80,1,0.8625,1,0.8625,0.1375,0.0103125,2,2,40,TRUE,TRUE,TRUE
X,UGgam,AGAP012991__SITE04,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,2,2,112,TRUE,TRUE,TRUE
X,AOcol,AGAP012991__SITE05,156,156,1,0.461538461538462,0.923076923076923,0.538461538461538,0.461538461538462,0.0277849241059943,2,2,78,TRUE,TRUE,TRUE
X,BFcol,AGAP012991__SITE05,150,144,0.96,1,1,1,0,0,2,2,72,TRUE,TRUE,TRUE
X,BFgam,AGAP012991__SITE05,184,134,0.728260869565217,1,1,1,0,0,2,2,67,TRUE,TRUE,TRUE
X,CMgam,AGAP012991__SITE05,594,506,0.851851851851852,1,1,1,0,0,2,2,253,TRUE,TRUE,TRUE
X,CIcol,AGAP012991__SITE05,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
X,FRgam,AGAP012991__SITE05,48,24,0.5,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
X,GAgam,AGAP012991__SITE05,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
X,GHcol,AGAP012991__SITE05,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
X,GHgam,AGAP012991__SITE05,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
X,GNgam,AGAP012991__SITE05,80,80,1,1,1,1,0,0,2,2,40,TRUE,TRUE,TRUE
X,UGgam,AGAP012991__SITE05,224,224,1,1,1,1,0,0,2,2,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004739__SITE01,156,156,1,0.935897435897436,1,0.935897435897436,0.0641025641025641,0.0052168195980905,2,2,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004739__SITE01,150,150,1,1,1,1,0,0,2,2,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004739__SITE01,184,184,1,1,1,1,0,0,2,2,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004739__SITE01,594,594,1,1,1,1,0,0,2,2,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004739__SITE01,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004739__SITE01,48,48,1,1,1,1,0,0,2,2,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004739__SITE01,138,138,1,1,1,1,0,0,2,2,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004739__SITE01,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004739__SITE01,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004739__SITE01,80,80,1,1,1,1,0,0,2,2,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004739__SITE01,224,224,1,1,1,1,0,0,2,2,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004739__SITE02,156,156,1,0.935897435897436,0.935897435897436,1,0.0641025641025641,0.0052168195980905,1,1,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004739__SITE02,150,150,1,1,1,1,0,0,1,1,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004739__SITE02,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004739__SITE02,594,594,1,1,1,1,0,0,1,1,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004739__SITE02,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004739__SITE02,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004739__SITE02,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004739__SITE02,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004739__SITE02,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004739__SITE02,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004739__SITE02,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004739__SITE03,156,156,1,0.935897435897436,0.935897435897436,1,0.0641025641025641,0.0052168195980905,1,1,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004739__SITE03,150,150,1,1,1,1,0,0,1,1,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004739__SITE03,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004739__SITE03,594,594,1,1,1,1,0,0,1,1,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004739__SITE03,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004739__SITE03,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004739__SITE03,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004739__SITE03,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004739__SITE03,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004739__SITE03,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004739__SITE03,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004739__SITE04,156,156,1,0.948717948717949,0.948717948717949,1,0.0512820512820513,0.0042306263042049,1,1,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004739__SITE04,150,150,1,1,1,1,0,0,1,1,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004739__SITE04,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004739__SITE04,594,594,1,1,1,1,0,0,1,1,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004739__SITE04,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004739__SITE04,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004739__SITE04,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004739__SITE04,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004739__SITE04,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004739__SITE04,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004739__SITE04,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP004739__SITE05,156,156,1,1,1,1,0,0,0,0,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP004739__SITE05,150,150,1,1,1,1,0,0,0,0,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP004739__SITE05,184,184,1,1,1,1,0,0,0,0,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP004739__SITE05,594,594,1,1,1,1,0,0,0,0,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP004739__SITE05,142,142,1,1,1,1,0,0,0,0,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP004739__SITE05,48,48,1,1,1,1,0,0,0,0,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP004739__SITE05,138,138,1,1,1,1,0,0,0,0,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP004739__SITE05,110,110,1,1,1,1,0,0,0,0,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP004739__SITE05,24,24,1,1,1,1,0,0,0,0,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP004739__SITE05,80,80,1,1,1,1,0,0,0,0,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP004739__SITE05,224,224,1,1,1,1,0,0,0,0,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008578__SITE01,156,156,1,0.91025641025641,1,0.91025641025641,0.0897435897435897,0.00710345024726296,11,11,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008578__SITE01,150,150,1,0.98,1,0.98,0.0133333333333333,0.00171980676328502,11,11,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008578__SITE01,184,184,1,1,1,1,0,0,11,11,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008578__SITE01,594,594,1,0.988215488215488,0.998316498316498,0.98989898989899,0.00336700336700337,0.00102252210289101,11,11,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008578__SITE01,142,142,1,1,1,1,0,0,11,11,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008578__SITE01,48,48,1,1,1,1,0,0,11,11,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008578__SITE01,138,138,1,1,1,1,0,0,11,11,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008578__SITE01,110,110,1,1,1,1,0,0,11,11,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008578__SITE01,24,24,1,0.916666666666667,1,0.916666666666667,0.0833333333333333,0.00664251207729469,11,11,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008578__SITE01,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,11,11,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008578__SITE01,224,224,1,0.986607142857143,1,0.986607142857143,0.00446428571428571,0.00154586291038154,11,11,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008578__SITE02,156,156,1,0.91025641025641,1,0.91025641025641,0.0897435897435897,0.00710345024726296,10,10,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008578__SITE02,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,10,10,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008578__SITE02,184,184,1,1,1,1,0,0,10,10,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008578__SITE02,594,594,1,0.988215488215488,1,0.988215488215488,0.00336700336700337,0.00102252210289101,10,10,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008578__SITE02,142,142,1,1,1,1,0,0,10,10,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008578__SITE02,48,48,1,1,1,1,0,0,10,10,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008578__SITE02,138,138,1,1,1,1,0,0,10,10,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008578__SITE02,110,110,1,1,1,1,0,0,10,10,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008578__SITE02,24,24,1,0.916666666666667,1,0.916666666666667,0.0833333333333333,0.00664251207729469,10,10,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008578__SITE02,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,10,10,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008578__SITE02,224,224,1,0.986607142857143,1,0.986607142857143,0.00446428571428571,0.00154586291038154,10,10,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008578__SITE03,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008578__SITE03,150,150,1,0.96,1,0.96,0.0266666666666667,0.00340096618357488,6,6,75,TRUE,TRUE,TRUE
