population_site_id,gene_id,scenario,robust_under_scenario
AGAP001108__SITE04,AGAP001108,permissive,FALSE
AGAP001108__SITE05,AGAP001108,permissive,TRUE
AGAP010453__SITE01,AGAP010453,permissive,TRUE
AGAP010453__SITE02,AGAP010453,permissive,FALSE
AGAP010453__SITE03,AGAP010453,permissive,FALSE
AGAP010453__SITE04,AGAP010453,permissive,FALSE
AGAP010453__SITE05,AGAP010453,permissive,TRUE
AGAP006098__SITE01,AGAP006098,permissive,TRUE
AGAP006098__SITE02,AGAP006098,permissive,TRUE
AGAP006098__SITE03,AGAP006098,permissive,FALSE
AGAP006098__SITE04,AGAP006098,permissive,TRUE
AGAP006098__SITE05,AGAP006098,permissive,TRUE
AGAP012461__SITE01,AGAP012461,permissive,FALSE
AGAP012461__SITE02,AGAP012461,permissive,FALSE
AGAP012461__SITE03,AGAP012461,permissive,FALSE
AGAP012461__SITE04,AGAP012461,permissive,FALSE
AGAP012461__SITE05,AGAP012461,permissive,FALSE
AGAP006766__SITE01,AGAP006766,permissive,TRUE
AGAP006766__SITE02,AGAP006766,permissive,FALSE
AGAP006766__SITE03,AGAP006766,permissive,TRUE
AGAP006766__SITE04,AGAP006766,permissive,TRUE
AGAP006766__SITE05,AGAP006766,permissive,FALSE
AGAP012499__SITE01,AGAP012499,permissive,FALSE
AGAP012499__SITE02,AGAP012499,permissive,FALSE
AGAP012499__SITE03,AGAP012499,permissive,FALSE
AGAP012499__SITE04,AGAP012499,permissive,FALSE
AGAP012499__SITE05,AGAP012499,permissive,FALSE
AGAP007965__SITE01,AGAP007965,permissive,FALSE
AGAP007965__SITE02,AGAP007965,permissive,TRUE
AGAP007965__SITE03,AGAP007965,permissive,FALSE
AGAP007965__SITE04,AGAP007965,permissive,TRUE
AGAP007965__SITE05,AGAP007965,permissive,FALSE
AGAP012519__SITE01,AGAP012519,permissive,FALSE
AGAP012519__SITE02,AGAP012519,permissive,FALSE
AGAP012519__SITE03,AGAP012519,permissive,FALSE
AGAP012519__SITE04,AGAP012519,permissive,FALSE
AGAP012519__SITE05,AGAP012519,permissive,FALSE
AGAP007031__SITE01,AGAP007031,permissive,FALSE
AGAP007031__SITE02,AGAP007031,permissive,FALSE
AGAP007031__SITE03,AGAP007031,permissive,FALSE
AGAP007031__SITE04,AGAP007031,permissive,FALSE
AGAP007031__SITE05,AGAP007031,permissive,TRUE
AGAP011377__SITE01,AGAP011377,permissive,FALSE
AGAP011377__SITE02,AGAP011377,permissive,FALSE
AGAP011377__SITE03,AGAP011377,permissive,FALSE
AGAP011377__SITE04,AGAP011377,permissive,FALSE
AGAP011377__SITE05,AGAP011377,permissive,FALSE
AGAP004050__SITE01,AGAP004050,permissive,TRUE
AGAP004050__SITE02,AGAP004050,permissive,TRUE
AGAP004050__SITE03,AGAP004050,permissive,FALSE
AGAP004050__SITE04,AGAP004050,permissive,FALSE
AGAP004050__SITE05,AGAP004050,permissive,FALSE
AGAP028779__SITE01,AGAP028779,permissive,FALSE
AGAP028779__SITE02,AGAP028779,permissive,FALSE
AGAP028779__SITE03,AGAP028779,permissive,FALSE
AGAP028779__SITE04,AGAP028779,permissive,TRUE
AGAP028779__SITE05,AGAP028779,permissive,TRUE
